Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.0;NaCl;20;200;;134.0000;;;;;;;;;;;;;;;;;;;32.79;20.57;26.68;
1.4;NaCl;20;200;;150.0000;;;;;;;;;;;;;;;;;;;32.72;20.49;26.56;
2.8;NaCl;20;200;;120.0000;;;;;;;;;;;;;;;;;;;32.91;20.55;26.52;
4.2;NaCl;20;200;;134.0000;;;;;;;;;;;;;;;;;;;33.02;20.65;26.44;
5.6;NaCl;20;200;;146.0000;164.7212;;0.0000;0.0000;0.9270;4.8669;13.2100;30.1282;47.9733;31.5187;13.6736;12.0513;6.7209;3.7081;0.6953;0.0000;0.0000;0.0000;32.94;20.55;26.29;
7.1;NaCl;20;200;;116.0000;161.7221;;0.2318;0.0000;0.4635;9.0392;22.7139;35.6933;46.1232;25.0317;8.3439;8.3439;4.6355;1.6224;0.2318;0.0000;0.0000;0.0000;32.97;20.57;26.27;
8.5;NaCl;20;200;;173.0000;158.0309;;0.0000;0.0000;0.9262;3.2419;12.2728;32.1871;44.2283;37.0499;15.0515;9.4940;3.2419;0.9262;0.0000;0.0000;0.0000;0.0000;33.00;20.59;26.27;
9.9;NaCl;20;200;;138.0000;170.7195;;0.0000;0.0000;0.2316;6.2527;18.5265;34.5056;56.5059;34.2741;9.7264;7.6422;3.2421;0.4632;0.0000;0.0000;0.0000;0.0000;32.85;20.62;26.21;
11.3;NaCl;20;200;;154.0000;162.1835;;0.0000;0.0000;0.2318;4.4051;12.5199;29.4449;52.3980;37.7915;10.6651;10.6651;4.4051;0.4637;0.0000;0.0000;0.0000;0.0000;32.95;20.64;26.30;
12.7;NaCl;20;200;;132.0000;168.8739;;0.0000;0.0000;0.4633;7.8763;19.9224;34.9800;44.9412;25.7138;10.6562;15.7526;7.4130;1.6216;0.2317;0.0000;0.0000;0.0000;32.89;20.69;26.42;
14.1;NaCl;20;200;;120.0000;158.4923;;0.0000;0.0000;1.1583;8.3398;20.1545;34.5175;41.4673;32.2008;7.4131;9.9614;2.5483;1.3900;0.0000;0.0000;0.0000;0.0000;32.75;20.57;26.51;
15.5;NaCl;20;200;;112.0000;163.9321;;0.0000;0.0000;0.6974;11.1583;24.6413;40.4489;46.7254;30.2204;5.3467;4.4168;0.6974;0.0000;0.2325;0.0000;0.0000;0.0000;32.89;20.51;26.59;
