Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.9;Russ;20;50;200nmp;11.8000;3.6733;2.7224;0.0000;0.0000;0.0000;0.0000;0.0000;0.3688;0.7376;1.1064;0.7376;0.0000;0.0000;0.3688;0.3688;0.0000;0.0000;0.0000;38.40;27.40;23.41;51.26
1.9;Russ;20;50;200nmp;7.8700;5.8773;2.7224;0.0000;0.0000;0.0000;0.0000;0.0000;1.1060;2.2120;0.7373;0.7373;0.0000;0.3687;0.3687;0.0000;0.3687;0.0000;0.0000;38.40;27.40;23.41;51.26
3.0;Russ;20;50;200nmp;9.8300;5.1426;2.7224;0.0000;0.0000;0.3687;0.0000;0.3687;0.0000;1.4749;0.7375;1.4749;0.3687;0.3687;0.0000;0.0000;0.0000;0.0000;0.0000;38.39;27.38;23.41;51.27
4.0;Russ;20;50;200nmp;13.8000;5.5099;2.7224;0.0000;0.0000;0.0000;0.0000;0.3690;0.7380;1.1070;1.4761;1.4761;0.0000;0.0000;0.0000;0.0000;0.3690;0.0000;0.0000;38.37;27.37;23.41;51.28
5.0;Russ;20;50;200nmp;11.8000;6.6119;2.7224;0.0000;0.0000;0.0000;0.0000;0.0000;0.3691;1.1074;3.6913;0.0000;0.3691;0.0000;0.7383;0.0000;0.3691;0.0000;0.0000;38.37;27.37;23.41;51.28
6.0;Russ;20;50;200nmp;3.9300;6.6119;2.7224;0.0000;0.0000;0.0000;0.0000;0.0000;0.3691;1.1074;3.6913;0.0000;0.3691;0.0000;0.7383;0.0000;0.3691;0.0000;0.0000;38.39;27.42;23.42;51.27
7.0;Russ;20;50;200nmp;17.7000;4.7753;2.7224;0.0000;0.0000;0.0000;0.0000;0.0000;0.7379;1.1068;1.1068;1.1068;0.0000;0.0000;0.7379;0.0000;0.0000;0.0000;0.0000;38.29;27.46;23.42;51.26
8.0;Russ;20;50;200nmp;9.8300;8.0706;2.7259;0.0000;0.3682;0.0000;0.0000;0.0000;0.7364;1.1046;3.6819;1.4728;0.0000;0.0000;0.3682;0.0000;0.3682;0.0000;0.0000;38.29;27.46;23.42;51.26
9.0;Russ;20;50;200nmp;5.9000;9.9048;2.7259;0.3684;0.0000;0.3684;0.0000;0.0000;0.3684;2.2104;3.3156;1.1052;0.0000;0.0000;1.1052;0.7368;0.0000;0.3684;0.0000;38.50;27.50;23.42;51.28
10.1;Russ;20;50;200nmp;7.8700;5.5027;2.7259;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.2096;2.2096;0.3683;0.0000;0.0000;0.3683;0.3683;0.0000;0.0000;0.0000;38.59;27.53;23.41;51.27
