Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.0;NaCl;20;200;;154.0000;;;;;;;;;;;;;;;;;;;38.50;25.63;27.04;
1.4;NaCl;20;200;;193.0000;;;;;;;;;;;;;;;;;;;38.49;25.54;26.96;
2.8;NaCl;20;200;;160.0000;;;;;;;;;;;;;;;;;;;38.52;25.62;26.89;
4.3;NaCl;20;200;;169.0000;;;;;;;;;;;;;;;;;;;38.58;25.73;26.81;
5.7;NaCl;20;200;;162.0000;192.5169;;1.3330;0.4443;1.3330;3.9991;3.9991;1.7774;5.3321;14.6632;19.9953;39.9906;36.8802;32.4368;19.1066;7.1094;3.9991;0.8887;38.61;25.72;26.84;
7.1;NaCl;20;200;;136.0000;188.2347;;1.7626;0.4406;1.3219;2.2032;2.6439;1.7626;5.2878;29.5233;24.6762;44.0646;29.5233;25.5575;14.9820;3.9658;1.3219;0.0000;38.65;25.61;26.84;
8.5;NaCl;20;200;;179.0000;210.6122;;1.3221;0.0000;2.2036;3.5257;2.2036;2.2036;6.6107;29.9684;28.2056;47.5969;34.8163;25.1206;17.1878;7.9328;2.2036;0.4407;38.73;25.46;26.98;
9.9;NaCl;20;200;;195.0000;192.6224;;1.3225;0.0000;1.7633;3.0858;1.7633;1.7633;6.6124;25.1271;26.4495;50.2541;29.9761;28.6537;13.6656;3.0858;0.0000;0.0000;38.79;25.40;27.03;
11.3;NaCl;20;200;;173.0000;201.9820;;2.5776;0.8592;1.2888;4.7257;4.7257;2.1480;2.5776;6.4441;24.0579;36.9460;51.1230;39.9533;18.4730;4.7257;1.2888;0.8592;38.77;25.27;27.13;
12.7;NaCl;20;200;;177.0000;206.6892;;2.5784;0.0000;2.5784;3.0081;3.0081;2.5784;9.0244;32.6598;30.5111;44.6923;32.6598;25.3543;14.1812;3.4379;0.8595;0.4297;38.84;25.33;27.13;
14.1;NaCl;20;200;;177.0000;195.3326;;3.8371;0.4263;1.7054;2.9844;4.2635;0.8527;5.1162;22.1700;28.5652;41.7819;37.0921;24.3017;15.3485;5.5425;2.1317;0.0000;38.85;25.32;27.23;
15.5;NaCl;20;200;;179.0000;185.3333;;1.6766;0.4191;1.6766;4.1914;4.1914;1.2574;6.2871;18.4423;23.4720;44.8483;32.6932;29.3400;11.7360;2.9340;1.6766;1.2574;38.86;25.28;27.17;
16.9;NaCl;20;200;;152.0000;177.4024;;1.2572;0.0000;0.8382;3.3526;2.0954;3.3526;7.5434;20.5349;18.0205;49.4515;34.7837;20.9540;10.0579;5.0290;0.8382;0.0000;38.88;25.33;27.21;
18.3;NaCl;20;200;;167.0000;196.1862;;0.8382;0.0000;0.4191;3.7717;2.9336;1.6763;5.4480;17.6014;27.6593;51.9660;38.1363;24.7257;12.9915;5.4480;2.5145;0.8382;38.87;25.22;27.37;
19.8;NaCl;20;200;;185.0000;197.7147;;3.3310;0.4164;2.0819;4.1638;3.3310;3.3310;8.7440;22.0681;31.2285;36.6414;33.7267;33.7267;10.8259;2.4983;2.0819;0.4164;38.88;25.30;27.48;
21.2;NaCl;20;200;;150.0000;199.0408;;0.8166;1.2249;0.8166;3.2665;2.0415;2.0415;5.3080;17.9656;25.7234;51.4468;34.2979;23.2736;19.1905;10.6160;0.8166;0.8166;38.93;25.26;27.38;
22.6;NaCl;20;200;;199.0000;165.0480;;0.8065;0.8065;0.0000;2.4196;1.6131;0.4033;4.4360;16.5341;20.1636;40.3271;30.6486;31.4552;12.0981;3.2262;0.8065;0.0000;38.96;25.37;27.45;
24.0;NaCl;20;200;;193.0000;161.4037;;1.5903;0.7951;2.3854;2.7830;0.7951;0.7951;4.3732;16.6977;21.4685;42.5394;30.2149;24.2515;9.5416;3.5781;0.3976;0.0000;38.98;25.29;27.51;
25.4;NaCl;20;200;;169.0000;198.9869;;1.9315;1.1589;1.1589;3.4767;3.8631;1.1589;6.1809;15.4522;35.5401;46.3566;40.1757;27.0414;11.5892;3.4767;0.7726;0.3863;38.95;25.28;27.49;
26.8;NaCl;20;200;;165.0000;181.8615;;2.6847;0.7671;1.5341;5.3694;1.9176;2.3012;6.5200;24.9292;26.0798;46.4067;32.5998;18.4093;10.7387;2.3012;0.0000;0.0000;38.99;25.36;27.49;
28.2;NaCl;20;200;;223.0000;180.7153;;2.6843;0.0000;1.9173;1.9173;3.8347;1.1504;5.7520;21.4743;23.3916;34.1287;34.8957;31.0610;11.8875;6.5190;0.3835;0.3835;39.01;25.33;27.46;
29.6;NaCl;20;200;;201.0000;180.8272;;1.8829;0.3766;1.8829;2.2595;1.5063;1.5063;3.0127;21.8418;23.3481;44.4367;38.4114;21.8418;15.0633;2.6361;1.5063;0.0000;39.01;25.44;27.43;
31.0;NaCl;20;200;;165.0000;173.3240;;2.2605;0.0000;1.8837;0.3767;2.2605;1.1302;4.1442;22.9814;30.8930;37.2976;31.2697;21.8511;10.9256;6.4046;0.3767;0.0000;39.06;25.56;27.52;
32.4;NaCl;20;200;;213.0000;157.2640;;1.1142;0.7428;2.9713;2.5999;3.3427;0.0000;3.3427;12.9994;13.7422;35.6555;33.0556;31.1986;12.2566;2.9713;1.4856;0.3714;39.07;25.47;27.53;
33.9;NaCl;20;200;;181.0000;185.7565;;1.1148;0.0000;1.8580;2.9728;2.9728;1.4864;7.4321;27.1270;33.4442;43.4775;23.4110;25.6406;13.3777;1.8580;0.3716;0.0000;39.04;25.49;27.41;
35.3;NaCl;20;200;;211.0000;176.5118;;1.1079;0.3693;1.4772;0.7386;2.5850;0.7386;5.9087;22.8962;23.6347;40.9915;32.4978;29.5434;11.8174;2.2158;0.7386;0.0000;39.08;25.48;27.30;
36.7;NaCl;20;200;;179.0000;186.8105;;2.5594;0.7313;1.4625;4.0220;2.1938;1.8282;6.5814;19.7443;29.6164;38.7573;32.9072;29.6164;14.2598;3.2907;0.0000;0.0000;39.05;25.65;27.19;
38.1;NaCl;20;200;;207.0000;172.1529;;1.0671;1.0671;1.0671;2.1342;1.7785;0.7114;5.6911;20.9861;26.3215;43.0392;28.1000;24.5430;12.0937;3.2013;1.0671;0.0000;39.07;25.58;27.22;
39.5;NaCl;20;200;;213.0000;154.7053;;2.4437;1.0473;1.3964;2.4437;2.0946;1.7455;2.7928;13.6148;20.9458;37.7025;23.3895;24.7859;16.4076;3.4910;1.0473;0.0000;39.11;25.55;27.25;
40.9;NaCl;20;200;;199.0000;172.6095;;1.7402;0.3480;1.3921;2.7842;2.4362;1.3921;4.1764;12.5291;22.9700;43.5039;34.1070;29.2346;10.4409;4.8724;1.0441;0.3480;39.12;25.63;27.27;
42.3;NaCl;20;200;;177.0000;158.5411;;3.0895;1.0298;1.7164;1.3731;2.4030;1.7164;4.1194;19.5669;24.0296;37.0742;23.3430;26.0893;9.9551;3.0895;0.3433;0.3433;39.15;25.53;27.24;
43.7;NaCl;20;200;;195.0000;162.4474;;2.3903;0.3415;1.0244;1.3659;1.3659;0.6829;6.8295;15.3663;24.5860;43.7085;32.0984;19.8054;7.8539;5.1221;0.6829;0.0000;39.17;25.61;27.19;
45.2;NaCl;20;200;;185.0000;151.2324;;3.0716;0.3413;0.3413;0.6826;2.0477;1.0239;4.4368;15.3580;19.4535;37.2006;32.0812;23.2077;10.5800;1.3652;0.3413;0.3413;39.11;25.64;27.29;
46.6;NaCl;20;200;;217.0000;173.3225;;1.3651;0.0000;3.7541;3.4128;2.7303;2.0477;10.9210;28.3264;23.5485;36.8585;27.9851;22.5246;8.1908;2.0477;0.3413;0.0000;39.14;25.66;27.23;
48.0;NaCl;20;200;;169.0000;152.0057;;2.3633;0.0000;1.6881;3.3761;2.7009;1.0128;1.6881;11.1413;18.5688;36.4623;33.4238;24.6458;10.8036;3.7138;1.0128;0.0000;39.13;25.71;27.25;
49.4;NaCl;20;200;;177.0000;153.6188;;2.3386;1.0023;0.3341;1.3363;1.6704;0.6682;6.6817;23.3858;21.0473;39.4218;25.0563;18.7087;7.3498;4.3431;1.0023;0.0000;39.12;25.79;27.19;
50.8;NaCl;20;200;;177.0000;152.6213;;1.3344;0.0000;1.3344;2.6688;2.6688;1.6680;8.6735;19.3486;29.6901;35.6949;24.6862;18.6814;5.0040;1.0008;0.6672;0.0000;39.16;25.75;27.15;
52.2;NaCl;20;200;;189.0000;153.2203;;1.6268;0.3254;0.0000;2.9283;1.3015;0.9761;4.2297;15.2921;20.1725;37.0914;24.7276;28.3066;11.7131;4.5551;0.3254;0.3254;39.21;25.70;27.07;
53.6;NaCl;20;200;;211.0000;151.2767;;2.9269;0.0000;2.2765;5.2035;0.9756;0.9756;4.2278;14.6347;17.5617;40.6521;26.3425;20.4886;10.7321;4.5530;0.0000;0.3252;39.20;25.73;27.09;
55.0;NaCl;20;200;;158.0000;139.6151;;0.6506;0.0000;1.3011;3.2529;3.2529;1.9517;3.9034;14.6379;19.8425;36.1068;22.7700;20.1677;8.4574;3.2529;0.6506;0.0000;39.20;25.70;27.08;
56.4;NaCl;20;200;;179.0000;161.5214;;4.5278;0.3234;1.9405;2.9107;1.9405;0.6468;4.8512;21.6686;20.0515;43.9840;30.4007;19.7281;8.4087;0.9702;0.0000;0.0000;39.24;26.01;27.03;
57.8;NaCl;20;200;;154.0000;150.6278;;1.2843;0.3211;0.3211;4.4952;2.2476;1.9265;6.7428;18.3019;19.2651;36.2826;27.6133;20.8705;8.6693;2.5687;0.3211;0.0000;39.26;26.02;26.99;
59.2;NaCl;20;200;;150.0000;153.8258;;1.2851;0.0000;1.2851;2.8916;1.9277;1.9277;5.7831;16.0642;23.1325;37.5903;25.0602;26.9879;7.7108;2.2490;0.3213;0.3213;39.25;26.01;26.96;
60.7;NaCl;20;200;;191.0000;148.7090;;0.9632;0.0000;1.6053;2.8896;2.2475;1.9264;2.5685;16.6954;20.2271;35.3171;27.6115;23.1166;10.9162;2.5685;0.6421;0.0000;39.26;25.93;26.91;
62.1;NaCl;20;200;;163.0000;146.3157;;0.6403;0.3202;0.3202;2.5613;0.6403;2.5613;8.6442;20.4901;22.7312;30.7351;29.7746;18.8893;6.0830;2.2411;0.3202;0.0000;39.27;25.90;26.87;
63.5;NaCl;20;200;;181.0000;144.1856;;0.0000;0.3218;1.9309;2.2527;2.2527;1.2873;5.7928;20.2746;19.9528;33.4693;29.9292;17.7001;7.4019;1.6091;0.6436;0.0000;39.28;25.93;26.81;
64.9;NaCl;20;200;;197.0000;155.5327;;0.6412;0.3206;0.6412;2.5648;1.6030;1.6030;6.4120;19.5566;21.1596;33.0218;26.9304;26.6098;11.8622;2.2442;0.0000;0.9618;39.28;25.86;26.78;
66.3;NaCl;20;200;;219.0000;153.7594;;2.2371;0.0000;1.5979;0.9587;1.2783;0.6392;3.5154;17.8967;23.3296;37.7108;29.0821;22.6904;9.9071;2.8762;0.3196;0.3196;39.33;25.92;26.74;
67.7;NaCl;20;200;;167.0000;137.8423;;1.2773;0.3193;0.6387;1.9160;2.2354;0.9580;2.2354;17.5635;17.8829;28.7403;30.6564;21.7149;9.8994;1.2773;0.9580;0.0000;39.33;25.94;26.77;
69.1;NaCl;20;200;;154.0000;139.7523;;0.9590;0.3197;0.6393;1.9180;1.9180;0.6393;4.1556;11.5077;15.6633;35.4821;31.6462;23.0154;9.9094;1.5983;0.9590;0.0000;39.36;26.00;26.77;
70.5;NaCl;20;200;;177.0000;145.9731;;1.2745;0.0000;1.2745;2.2304;3.1863;1.2745;2.8677;15.9316;20.0738;39.1916;31.2259;18.4806;6.3726;2.5490;0.6373;0.0000;39.37;25.97;26.74;
71.9;NaCl;20;200;;150.0000;140.8958;;0.9563;0.0000;0.0000;2.8690;2.2314;0.6375;4.7816;16.5763;19.1265;39.2093;25.1832;19.4452;7.6506;1.9126;0.6375;0.3188;39.29;25.89;26.70;
73.3;NaCl;20;200;;189.0000;157.0959;;1.5840;0.3168;0.3168;3.4847;2.5343;2.2175;9.1870;24.0762;25.9769;39.2822;23.7594;18.0571;4.4351;1.9008;0.6336;0.0000;39.32;25.83;26.67;
74.7;NaCl;20;200;;189.0000;126.9186;;0.9483;0.3161;0.9483;2.8449;2.5288;0.9483;8.8508;18.6500;19.9144;25.9203;21.1788;16.7534;5.6898;1.5805;0.3161;0.0000;39.33;25.80;26.62;
