Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.5;Russ;20;200;200nmp;29.5000;20.6132;2.8622;2.4561;0.3509;0.0000;0.0000;0.0000;0.0000;0.3509;1.0526;2.8070;0.0000;0.3509;2.1052;2.4561;2.1052;1.4035;5.2631;40.00;27.98;23.38;51.26
1.5;Russ;20;200;200nmp;11.8000;18.1577;2.8638;2.1044;0.3507;0.0000;0.0000;0.0000;0.0000;1.0522;1.4029;1.7536;0.7015;0.3507;1.0522;1.0522;1.7536;2.1044;4.5595;40.10;28.10;23.38;51.26
2.5;Russ;20;200;200nmp;29.5000;25.6064;2.8508;5.9920;0.3525;0.0000;0.0000;0.0000;0.0000;0.3525;2.8198;0.7049;0.3525;0.3525;0.3525;3.1723;3.1723;3.1723;4.9346;40.12;28.04;23.39;51.23
3.5;Russ;20;200;200nmp;19.7000;19.1590;2.8707;2.0987;0.3498;0.0000;0.3498;0.0000;0.3498;0.6996;1.7489;1.0494;0.3498;0.6996;1.0494;2.4485;1.3991;1.7489;4.8970;40.09;28.15;23.38;51.24
4.5;Russ;20;200;200nmp;17.7000;17.4173;2.8707;2.0978;0.0000;0.0000;0.0000;0.0000;0.0000;0.6993;2.0978;0.6993;0.3496;0.6993;2.0978;2.7970;1.7481;0.6993;3.4963;40.09;28.15;23.38;51.24
5.6;Russ;20;200;200nmp;21.6000;17.4173;2.8707;2.0978;0.0000;0.0000;0.0000;0.0000;0.0000;0.6993;2.0978;0.6993;0.3496;0.6993;2.0978;2.7970;1.7481;0.6993;3.4963;40.05;28.22;23.39;51.25
6.6;Russ;20;200;200nmp;29.5000;17.4173;2.8707;1.3988;0.0000;0.0000;0.0000;0.0000;0.0000;0.3497;1.3988;2.0982;0.6994;0.3497;1.3988;3.1473;2.0982;2.4479;2.0982;40.03;28.23;23.38;51.24
7.6;Russ;20;200;200nmp;21.6000;12.5404;2.8707;0.3496;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.7480;2.4472;2.0976;0.3496;1.7480;1.7480;1.0488;0.6992;0.3496;40.03;28.23;23.38;51.24
8.6;Russ;20;200;200nmp;25.6000;21.9458;2.8707;3.1486;0.0000;0.0000;0.0000;0.0000;0.0000;0.6997;2.4489;2.0991;0.6997;1.7492;2.0991;4.1982;3.4985;0.3498;1.0495;40.13;28.30;23.38;51.25
9.6;Russ;20;200;200nmp;21.6000;20.5524;2.8707;3.1477;0.0000;0.0000;0.0000;0.0000;0.0000;1.7487;2.0985;0.6995;0.3497;0.6995;2.7980;1.7487;2.0985;2.7980;2.4482;40.10;28.32;23.38;51.26
