Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.0;NaCl;20;100;;173.0000;;;;;;;;;;;;;;;;;;;34.86;25.93;27.65;
1.4;NaCl;20;100;;173.0000;;;;;;;;;;;;;;;;;;;34.84;25.98;27.67;
2.8;NaCl;20;100;;173.0000;;;;;;;;;;;;;;;;;;;34.87;25.92;27.65;
4.2;NaCl;20;100;;173.0000;;;;;;;;;;;;;;;;;;;34.87;25.89;27.63;
5.6;NaCl;20;100;;173.0000;;;;;;;;;;;;;;;;;;;34.90;25.41;27.63;
7.1;NaCl;20;100;;173.0000;182.4477;;4.6784;5.3468;6.0151;4.0101;7.3518;23.7264;33.4174;39.7667;27.0681;18.3796;8.3544;4.6784;0.0000;0.3342;0.0000;0.0000;34.90;25.27;27.68;
8.5;NaCl;20;100;;173.0000;170.3345;;3.9152;5.5466;5.2203;2.9364;5.8729;18.9237;33.9321;40.4575;22.5126;17.6186;9.4618;2.2839;1.9576;0.3263;0.0000;0.0000;34.91;25.22;27.66;
9.9;NaCl;20;100;;173.0000;171.5844;;6.6702;3.4939;6.6702;3.4939;7.6230;23.5044;30.4922;35.2566;24.4573;20.6457;7.6230;1.2705;0.6353;0.3176;0.0000;0.0000;34.91;25.02;27.56;
11.3;NaCl;20;100;;173.0000;185.2773;;7.1058;5.2521;4.9432;4.3253;9.5774;26.2607;34.2934;37.0739;27.1875;19.4638;7.1058;2.4716;0.6179;0.3089;0.0000;0.0000;34.93;24.92;27.47;
12.7;NaCl;20;100;;173.0000;162.0187;;3.9968;3.0745;5.2266;2.4596;7.6862;17.5245;29.5150;35.6639;25.5181;15.9873;9.8383;3.3819;2.4596;0.3074;0.0000;0.0000;34.97;25.17;27.41;
14.1;NaCl;20;100;;173.0000;154.8090;;1.8169;1.8169;4.2395;2.4225;5.1479;18.7747;27.8593;38.7608;22.1058;16.0494;9.9930;5.7536;0.3028;0.3028;0.0000;0.0000;34.96;25.45;27.42;
15.5;NaCl;20;100;;173.0000;166.8760;;4.2176;1.8075;3.3138;5.4226;5.1213;21.0878;34.0418;42.1757;23.1966;17.1715;7.5314;2.4100;0.0000;0.0000;0.0000;0.0000;34.95;25.71;27.34;
16.9;NaCl;20;100;;173.0000;153.6635;;5.1040;5.4043;7.2057;5.1040;6.6052;20.4161;33.3263;26.1206;18.9149;11.1088;8.7069;6.0047;0.0000;0.3002;0.0000;0.0000;34.97;25.80;27.18;
18.3;NaCl;20;100;;173.0000;139.5015;;3.6213;3.0178;5.4320;2.7160;6.6391;19.3137;27.7634;32.8936;19.3137;12.9764;4.2249;1.5089;0.6036;0.0000;0.0000;0.0000;34.98;25.81;27.06;
19.7;NaCl;20;100;;173.0000;150.8066;;3.2895;3.2895;3.5885;3.2895;8.3733;21.8303;30.8016;33.1940;20.3350;15.8494;4.4857;2.9904;0.0000;0.0000;0.0000;0.0000;34.95;25.78;27.00;
21.1;NaCl;20;100;;173.0000;169.3294;;2.6555;6.7862;7.9664;4.7208;7.3763;23.8991;32.7507;30.3902;26.5546;16.8179;6.1961;2.9505;0.5901;0.2951;0.0000;0.0000;34.96;25.78;26.99;
22.5;NaCl;20;100;;173.0000;162.9934;;2.6206;3.4941;3.4941;4.9499;6.4058;20.9645;34.0672;34.0672;22.7115;19.5086;6.9882;3.7852;0.2912;0.2912;0.0000;0.0000;34.95;25.62;27.05;
23.9;NaCl;20;100;;173.0000;155.6865;;3.4761;4.0555;3.7658;4.3452;7.2419;17.9600;32.4439;34.4716;22.0155;15.3529;7.8213;1.7381;1.1587;0.0000;0.2897;0.0000;34.96;25.61;27.07;
25.4;NaCl;20;100;;173.0000;135.8711;;4.2955;3.1500;2.8637;2.5773;7.1592;20.6184;32.6457;24.3411;15.1774;11.4546;5.7273;4.0091;1.1455;1.1455;0.0000;0.0000;34.96;25.70;27.01;
26.8;NaCl;20;100;;173.0000;138.1742;;2.3198;2.8998;3.1897;2.8998;5.7995;20.2984;31.6075;26.3879;19.1385;10.4392;6.6695;4.6396;1.7399;0.5800;0.0000;0.0000;34.96;25.48;26.93;
