Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.0;NaCl;20;200;;154.0000;;;;;;;;;;;;;;;;;;;33.44;20.89;25.53;
1.4;NaCl;20;200;;130.0000;;;;;;;;;;;;;;;;;;;33.35;20.98;25.52;
2.8;NaCl;20;200;;114.0000;;;;;;;;;;;;;;;;;;;33.19;20.93;25.49;
4.3;NaCl;20;200;;128.0000;;;;;;;;;;;;;;;;;;;33.14;20.77;25.50;
5.7;NaCl;20;200;;142.0000;239.6216;;0.0000;0.0000;0.7054;9.8755;22.2200;43.3819;67.3654;54.6682;17.6349;18.3403;5.2905;0.7054;0.3527;0.0000;0.0000;0.0000;33.10;20.85;25.44;
7.1;NaCl;20;200;;142.0000;234.3514;;0.0000;0.0000;1.4115;11.2921;27.8775;44.1099;60.6953;67.7529;9.1749;7.4105;4.5874;1.0586;0.0000;0.0000;0.0000;0.0000;33.11;20.82;25.39;
8.5;NaCl;20;200;;142.0000;252.2703;;0.0000;0.0000;2.1175;9.1757;30.3502;61.4063;65.9941;42.7021;16.5868;14.8222;7.0582;2.4704;0.7058;0.0000;0.0000;0.0000;33.17;20.95;25.38;
9.9;NaCl;20;200;;124.0000;240.2091;;0.0000;0.3567;1.7835;13.9113;26.3959;48.5113;62.4227;42.4474;13.5546;16.7650;11.7711;2.4969;0.7134;0.0000;0.0000;0.0000;33.15;21.02;25.42;
11.3;NaCl;20;200;;128.0000;233.8712;;0.0000;0.3548;2.8387;25.1930;44.7088;57.1279;66.7083;32.9993;2.1290;1.7742;1.0645;0.0000;0.0000;0.0000;0.0000;0.0000;33.00;20.90;25.42;
12.7;NaCl;20;200;;132.0000;243.1543;;0.0000;0.7001;2.1002;16.1014;28.3525;55.6549;77.7068;52.5046;5.6005;3.5003;1.4001;0.0000;0.3500;0.0000;0.0000;0.0000;32.99;20.89;25.42;
14.1;NaCl;20;200;;138.0000;231.6420;;0.0000;0.0000;1.4017;14.0171;30.8377;52.9147;69.3848;49.0600;5.9573;6.6581;2.1026;0.3504;0.0000;0.0000;0.0000;0.0000;33.08;20.96;25.58;
15.5;NaCl;20;200;;118.0000;225.3625;;0.0000;0.0000;0.3502;8.0543;21.3615;42.7230;66.1856;44.4739;15.0581;18.9102;8.7547;0.3502;0.0000;0.0000;0.0000;0.0000;33.08;21.00;25.83;
17.0;NaCl;20;200;;130.0000;220.8274;;0.0000;0.0000;2.4522;16.4648;33.6303;55.3499;60.6046;36.4328;6.6560;9.1082;1.0509;0.0000;0.0000;0.0000;0.0000;0.0000;33.14;21.03;26.05;
18.4;NaCl;20;200;;156.0000;243.9572;;0.3495;0.3495;1.3981;6.6412;23.4188;51.7311;57.6732;51.7311;15.3795;22.0207;10.4860;3.4953;0.0000;0.3495;0.0000;0.0000;33.00;20.99;26.10;
19.8;NaCl;20;200;;162.0000;234.9975;;0.0000;0.6829;1.3657;12.6329;32.0945;63.5061;73.0662;42.3374;5.4629;3.4143;0.6829;0.6829;0.0000;0.0000;0.0000;0.0000;33.07;20.98;25.97;
21.2;NaCl;20;200;;160.0000;223.4346;;0.0000;0.0000;0.6832;8.1986;23.2292;50.5577;58.7563;48.8497;11.9562;15.0307;5.1241;1.7080;0.3416;0.0000;0.0000;0.0000;33.03;20.98;25.90;
22.6;NaCl;20;200;;114.0000;220.3739;;0.0000;0.0000;0.3414;11.2650;26.9678;50.8634;68.2730;44.0361;7.5100;6.4859;4.4377;1.0241;0.0000;0.0000;0.0000;0.0000;33.06;21.05;25.86;
24.0;NaCl;20;200;;110.0000;230.2363;;0.0000;0.0000;1.0245;10.5868;32.4436;52.9342;72.7419;30.7360;12.2944;10.5868;4.7812;2.7321;0.3415;0.0000;0.0000;0.0000;33.11;21.06;25.80;
25.4;NaCl;20;200;;177.0000;233.7791;;0.0000;0.3393;2.0359;12.5549;35.2895;56.6668;63.4533;42.7546;9.5010;10.1797;1.0180;1.0180;0.0000;0.0000;0.0000;0.0000;33.17;21.16;25.75;
26.8;NaCl;20;200;;108.0000;234.7926;;0.0000;0.0000;0.6784;5.0880;17.9775;34.9375;60.3774;53.9326;24.4223;23.4047;10.1760;4.7488;0.0000;0.0000;0.0000;0.0000;33.16;21.07;25.74;
28.3;NaCl;20;200;;150.0000;227.4379;;0.0000;0.3383;1.0149;8.1196;29.4335;46.0110;79.1660;43.6428;8.4579;8.7962;2.7065;0.6766;0.0000;0.0000;0.0000;0.0000;33.18;21.02;25.73;
29.7;NaCl;20;200;;140.0000;228.4487;;0.0000;0.0000;1.0146;10.8229;25.3661;41.9386;70.6869;43.6297;16.9107;10.1464;5.7497;3.0439;0.0000;0.0000;0.0000;0.0000;33.00;20.98;25.72;
31.1;NaCl;20;200;;136.0000;236.5354;;0.0000;0.0000;2.3688;18.9502;36.8852;60.2345;75.8007;37.9004;3.3840;1.3536;0.6768;0.0000;0.0000;0.0000;0.0000;0.0000;32.95;20.95;25.67;
32.5;NaCl;20;200;;134.0000;227.6591;;0.0000;0.3358;2.6862;18.4677;29.5484;60.1041;76.2213;35.5923;3.3578;1.0073;1.0073;0.3358;0.0000;0.0000;0.0000;0.0000;32.97;20.92;25.67;
33.9;NaCl;20;200;;140.0000;237.3539;;0.0000;0.0000;1.6778;6.3757;20.4692;33.8917;59.7299;62.4144;23.8248;18.7914;8.7246;1.6778;0.6711;0.0000;0.0000;0.0000;33.26;21.17;25.64;
35.3;NaCl;20;200;;148.0000;233.4972;;0.0000;0.3335;1.6673;10.0036;19.3403;37.3467;60.6884;45.3496;22.3413;24.3421;10.0036;3.0011;0.0000;0.0000;0.0000;0.0000;33.29;21.34;25.62;
36.7;NaCl;20;200;;140.0000;216.2257;;0.0000;0.0000;1.6684;8.3420;22.3567;38.7071;51.7206;41.3765;19.3535;20.0209;7.6747;5.6726;0.3337;0.0000;0.0000;0.0000;33.39;21.29;25.54;
38.1;NaCl;20;200;;108.0000;233.7775;;0.3326;0.3326;0.0000;2.3282;6.3195;20.9541;46.8974;50.2234;32.9279;38.9148;23.6150;9.6456;2.3282;0.0000;0.0000;0.0000;33.28;21.20;25.44;
39.5;NaCl;20;200;;132.0000;228.0138;;0.0000;0.0000;1.3209;8.9160;26.7480;41.9382;65.0537;41.2777;13.8693;17.1715;6.9347;5.2835;0.3302;0.0000;0.0000;0.0000;33.33;21.20;25.40;
40.9;NaCl;20;200;;146.0000;224.0655;;0.0000;0.0000;0.6603;7.5936;17.8285;38.6285;57.4475;44.9015;18.4889;23.7714;8.5841;5.6127;0.6603;0.6603;0.0000;0.0000;33.21;21.21;25.36;
42.3;NaCl;20;200;;106.0000;213.5367;;0.0000;0.0000;2.9735;17.8411;33.0392;56.4970;55.8362;31.3872;6.6078;6.9382;1.9823;1.3216;0.0000;0.0000;0.0000;0.0000;33.27;21.31;25.31;
43.7;NaCl;20;200;;148.0000;224.9213;;0.3288;0.0000;0.9863;4.6027;17.0957;26.6299;45.6982;44.3831;22.0272;29.5888;20.3834;10.8492;2.9589;0.3288;0.0000;0.0000;33.43;21.38;25.35;
45.1;NaCl;20;200;;148.0000;215.8627;;1.3236;0.3309;1.6544;6.2869;10.5884;28.7873;43.6773;43.0155;27.4637;33.7506;12.9047;5.9560;0.6618;0.3309;0.0000;0.0000;33.37;21.44;25.31;
46.5;NaCl;20;200;;140.0000;231.8428;;0.3293;0.3293;0.6587;16.4665;26.6757;58.2914;58.9501;36.2263;14.8198;13.5025;5.9279;0.6587;0.0000;0.0000;0.0000;0.0000;33.31;21.34;25.20;
48.0;NaCl;20;200;;130.0000;226.9240;;0.0000;0.0000;2.9623;15.1404;32.9140;38.1802;59.5743;47.3961;9.8742;13.4947;5.2662;2.3040;0.3291;0.3291;0.0000;0.0000;33.43;21.42;25.14;
49.4;NaCl;20;200;;130.0000;229.4312;;0.3389;0.6779;1.6947;15.9298;32.5374;46.4337;60.6688;32.5374;11.1847;12.5405;10.5069;4.4061;1.0168;0.0000;0.0000;0.0000;33.25;21.46;25.09;
50.8;NaCl;20;200;;124.0000;220.9963;;0.0000;0.0000;2.3707;12.8695;27.7710;54.1873;69.0888;34.8831;7.7894;8.1281;3.0480;1.6934;0.0000;0.0000;0.0000;0.0000;33.20;21.46;25.11;
52.2;NaCl;20;200;;146.0000;235.1670;;0.0000;0.0000;2.0331;15.5869;40.6614;61.6697;63.7028;37.9506;6.4380;4.4050;3.0496;0.6777;0.0000;0.0000;0.0000;0.0000;33.28;21.61;25.15;
53.6;NaCl;20;200;;148.0000;220.1380;;0.0000;0.0000;0.6369;2.2292;11.7830;23.8844;42.0365;49.9980;27.7059;38.5335;15.6045;7.6430;0.6369;0.0000;0.3185;0.0000;33.45;21.40;25.02;
55.0;NaCl;20;200;;148.0000;215.6972;;0.3184;0.0000;1.5920;7.6415;18.1486;36.6157;52.8539;40.4364;15.9199;22.6062;13.6911;5.7312;0.9552;0.0000;0.0000;0.0000;33.43;21.18;25.14;
56.4;NaCl;20;200;;116.0000;197.9339;;0.0000;0.0000;0.9555;7.9625;17.5175;33.1240;45.5454;47.1379;21.0210;15.2880;7.0070;2.5480;0.6370;0.0000;0.0000;0.0000;33.41;21.04;25.25;
57.8;NaCl;20;200;;126.0000;225.8477;;0.0000;0.0000;2.2278;18.4591;41.0557;42.0104;51.5583;28.9617;11.1391;17.5044;8.9113;3.8191;0.9548;0.0000;0.0000;0.0000;33.36;21.08;25.30;
59.2;NaCl;20;200;;96.5000;221.7240;;0.0000;0.0000;2.5475;14.0110;31.8431;49.3569;55.0886;38.2118;13.0557;9.8714;5.7318;2.2290;0.6369;0.0000;0.0000;0.0000;33.28;21.02;25.36;
