Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.1;Russ;20;200;200nmp;23.6000;19.4821;2.9258;0.0000;0.0000;0.0000;0.0000;0.3432;0.3432;4.4622;4.8055;4.4622;1.7162;0.3432;2.4027;0.3432;0.0000;0.3432;0.0000;38.70;27.43;23.39;51.23
1.1;Russ;20;200;200nmp;23.6000;20.0835;2.9377;0.3418;0.3418;0.0000;0.0000;0.0000;0.3418;2.0510;7.8624;5.1276;1.7092;0.3418;0.6837;1.0255;0.0000;0.3418;0.0000;38.85;27.41;23.38;51.22
2.1;Russ;20;200;200nmp;15.7000;23.8278;2.9377;0.0000;0.0000;0.0000;0.0000;0.3418;1.3674;2.3929;6.8370;5.8114;3.0766;0.6837;1.7092;1.3674;0.3418;0.0000;0.0000;38.85;27.41;23.38;51.22
3.1;Russ;20;200;200nmp;29.5000;22.1258;2.9377;1.0255;0.0000;0.0000;0.0000;0.3418;0.3418;2.7346;7.5202;5.8111;2.0510;1.0255;0.3418;1.0255;0.0000;0.0000;0.0000;38.86;27.48;23.39;51.21
4.1;Russ;20;200;200nmp;19.7000;19.4027;2.9377;0.0000;0.0000;0.0000;0.3416;0.0000;0.0000;5.4663;4.4414;5.4663;2.7332;0.0000;0.3416;0.6833;0.0000;0.0000;0.0000;38.98;27.54;23.39;51.20
5.1;Russ;20;200;200nmp;25.6000;19.0623;2.9377;0.0000;0.0000;0.3416;0.0000;0.3416;0.0000;1.7080;4.4407;6.4903;1.0248;0.3416;1.3664;1.7080;0.6832;0.3416;0.3416;38.98;27.54;23.39;51.20
6.1;Russ;20;200;200nmp;21.6000;21.4450;2.9377;0.3419;0.0000;0.0000;0.0000;0.0000;1.7093;2.3930;5.4697;7.1790;1.0256;0.6837;1.0256;1.3674;0.3419;0.0000;0.0000;39.04;27.55;23.38;51.24
7.1;Russ;20;200;200nmp;11.8000;20.7643;2.9377;0.6836;0.0000;0.0000;0.0000;0.0000;1.3673;3.0764;3.7600;5.1273;3.0764;0.6836;1.3673;1.0255;0.6836;0.0000;0.0000;39.00;27.49;23.38;51.19
8.1;Russ;20;200;200nmp;23.6000;23.1470;2.9377;0.3417;0.0000;0.0000;0.0000;0.0000;1.7085;4.4420;4.1003;5.8088;0.6834;1.7085;1.3668;1.7085;1.0251;0.3417;0.0000;39.00;27.49;23.38;51.19
9.1;Russ;20;200;200nmp;15.7000;19.4003;2.9381;0.0000;0.3418;0.3418;1.0255;0.0000;0.6837;0.6837;4.7856;1.7091;2.0510;1.3673;3.0765;1.3673;1.3673;0.3418;0.3418;39.02;27.52;23.38;51.22
10.2;Russ;20;200;200nmp;13.8000;22.8038;2.9381;0.3415;0.0000;0.0000;0.0000;0.0000;0.6830;3.0735;5.4640;4.0980;2.7320;0.6830;1.0245;1.3660;1.3660;1.7075;0.3415;39.05;27.39;23.38;51.20
11.2;Russ;20;200;200nmp;15.7000;18.0388;2.9381;0.3419;0.0000;0.0000;0.0000;0.0000;1.0256;2.3932;4.1026;2.7350;1.3675;0.6838;2.3932;0.6838;1.7094;0.0000;0.6838;39.05;27.39;23.38;51.20
12.2;Russ;20;200;200nmp;29.5000;18.0388;2.9381;0.3419;0.0000;0.0000;0.0000;0.0000;1.0256;2.3932;4.1026;2.7350;1.3675;0.6838;2.3932;0.6838;1.7094;0.0000;0.6838;39.12;27.39;23.38;51.21
13.2;Russ;20;200;200nmp;9.8300;22.8038;2.9381;1.0251;0.0000;0.0000;0.0000;0.0000;0.0000;1.3668;5.1253;5.4670;0.6834;0.6834;2.3918;3.0752;1.3668;0.6834;1.0251;39.22;27.63;23.38;51.22
14.2;Russ;20;200;200nmp;17.7000;19.7406;2.9381;0.3419;0.0000;0.0000;0.0000;0.0000;0.6839;1.0258;4.7871;3.7613;0.3419;0.0000;2.0516;3.0774;2.0516;1.3678;0.3419;39.22;27.63;23.38;51.22
