Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.2;Russ;20;25;;3.9300;3.4960;2.8604;1.4054;0.0000;0.0000;0.0000;0.0000;0.0000;0.3514;0.3514;0.3514;0.7027;0.0000;0.3514;0.0000;0.0000;0.0000;0.0000;39.97;28.66;23.52;51.27
1.2;Russ;20;25;;5.9000;4.5448;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.3511;1.4045;0.7022;1.4045;0.3511;0.3511;0.0000;0.0000;0.0000;0.0000;0.0000;39.97;28.66;23.52;51.27
2.2;Russ;20;25;;7.8700;3.4960;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.3510;0.7020;0.0000;1.0530;0.3510;0.7020;0.3510;0.0000;0.0000;0.0000;0.0000;40.03;28.76;23.53;51.28
3.2;Russ;20;25;;9.8300;2.4472;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.7019;1.0529;0.3510;0.3510;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.13;28.77;23.52;51.28
4.2;Russ;20;25;;5.9000;4.5448;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.7019;1.4038;1.7548;0.0000;0.0000;0.7019;0.0000;0.0000;0.0000;0.0000;40.13;28.77;23.52;51.28
5.2;Russ;20;25;;9.8300;2.0976;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.3509;0.0000;0.3509;1.0526;0.0000;0.3509;0.0000;0.0000;0.0000;0.0000;0.0000;40.16;28.74;23.51;51.29
6.3;Russ;20;25;;1.9700;1.3984;2.8604;0.3509;0.0000;0.0000;0.0000;0.0000;0.0000;0.3509;0.7018;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.14;28.74;23.52;51.29
7.3;Russ;20;25;;7.8700;2.0976;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.3510;0.7020;0.3510;0.3510;0.0000;0.0000;0.0000;0.0000;0.0000;0.3510;0.0000;40.14;28.74;23.52;51.29
8.3;Russ;20;25;;5.9000;3.4960;2.8604;0.3512;0.0000;0.0000;0.0000;0.3512;0.3512;0.3512;1.4050;0.3512;0.0000;0.3512;0.0000;0.0000;0.0000;0.0000;0.0000;40.09;28.85;23.53;51.25
9.3;Russ;20;25;;9.8300;3.4960;2.8604;0.3512;0.0000;0.0000;0.0000;0.3512;0.3512;0.3512;1.4050;0.3512;0.0000;0.3512;0.0000;0.0000;0.0000;0.0000;0.0000;40.01;28.76;23.53;51.18
10.3;Russ;20;25;;9.8300;1.3984;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.3511;0.0000;0.7022;0.3511;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.01;28.76;23.53;51.18
11.3;Russ;20;25;;7.8700;2.7968;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.3511;0.7023;1.0534;0.3511;0.3511;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.92;28.68;23.53;51.15
12.3;Russ;20;25;;9.8300;3.4960;2.8604;0.0000;0.0000;0.0000;0.0000;0.0000;0.3510;1.0529;1.4039;0.3510;0.3510;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.92;28.69;23.50;51.13
13.3;Russ;20;25;;0.0000;3.1446;2.8620;0.0000;0.3508;0.0000;0.0000;0.0000;0.3508;0.3508;1.7539;0.3508;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.92;28.69;23.50;51.13
14.3;Russ;20;25;;7.8700;3.1446;2.8620;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.7015;1.7538;0.0000;0.7015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.91;28.74;23.51;51.15
15.3;Russ;20;25;;7.8700;3.1446;2.8620;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.4025;0.7013;0.3506;0.0000;0.0000;0.7013;0.0000;0.0000;0.0000;0.0000;39.97;28.68;23.52;51.16
16.4;Russ;20;25;;11.8000;5.2411;2.8620;0.3509;0.0000;0.0000;0.0000;0.3509;0.7017;1.0526;1.0526;1.0526;0.3509;0.3509;0.0000;0.0000;0.0000;0.0000;0.0000;39.97;28.68;23.52;51.16
17.4;Russ;20;25;;7.8700;1.7470;2.8620;0.0000;0.0000;0.0000;0.0000;0.3508;0.0000;0.0000;1.0524;0.3508;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;39.90;28.78;23.51;51.18
18.4;Russ;20;25;;3.9300;3.1446;2.8620;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.7015;1.0522;0.7015;0.3507;0.3507;0.0000;0.0000;0.0000;0.0000;0.0000;39.97;28.80;23.51;51.24
19.4;Russ;20;25;;3.9300;2.4458;2.8620;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0524;0.7016;0.3508;0.0000;0.0000;0.3508;0.0000;0.0000;0.0000;0.0000;39.97;28.80;23.51;51.24
