Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.5;Russ;20;200;200nmp;17.7000;6.7427;2.9662;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3385;0.0000;0.6770;0.6770;0.3385;1.0155;1.6925;0.3385;1.6925;39.74;28.14;23.39;51.38
1.5;Russ;20;200;200nmp;31.5000;71.8093;2.9662;17.9504;1.0161;0.3387;0.0000;0.0000;0.3387;0.3387;1.6934;3.0482;2.3708;2.7095;8.8058;7.4511;6.4350;8.1285;11.5153;40.03;28.20;23.39;51.34
2.5;Russ;20;200;200nmp;19.7000;15.7833;2.9778;2.0218;0.3370;0.0000;0.0000;0.0000;0.0000;0.3370;0.3370;1.3479;0.3370;0.6739;3.0328;2.6958;2.0218;1.3479;1.3479;40.23;28.33;23.38;51.32
3.6;Russ;20;200;200nmp;19.7000;3.3582;2.9778;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3371;0.3371;0.6742;0.6742;0.3371;0.0000;0.6742;0.3371;0.0000;40.23;28.33;23.38;51.32
4.6;Russ;20;200;200nmp;13.8000;4.3656;2.9778;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3371;1.3485;0.0000;0.3371;0.0000;0.6743;0.3371;0.6743;0.6743;40.37;28.47;23.38;51.29
5.6;Russ;20;200;200nmp;13.8000;3.0223;2.9778;1.0118;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.6745;0.3373;0.0000;0.0000;0.3373;0.0000;0.6745;40.37;28.53;23.38;51.28
6.6;Russ;20;200;200nmp;11.8000;53.7863;2.9933;9.0566;0.3354;0.0000;0.0000;0.3354;1.0063;1.3417;3.6897;3.3543;3.0189;2.3480;2.3480;7.3794;4.6960;4.3606;10.7337;40.37;28.53;23.38;51.28
7.6;Russ;20;200;200nmp;19.7000;52.7840;2.9933;7.7216;0.0000;0.0000;0.0000;0.0000;0.3357;2.6858;2.6858;4.0287;2.0143;1.6786;4.3644;6.0430;6.7145;4.0287;10.7431;40.37;28.64;23.38;51.28
8.6;Russ;20;200;200nmp;15.7000;49.7773;2.9933;8.0486;0.0000;0.0000;0.0000;0.0000;0.3354;1.6768;2.0121;4.0243;1.3414;1.3414;2.6829;4.0243;7.0425;3.6889;13.7496;40.48;28.69;23.39;51.27
9.6;Russ;20;200;200nmp;15.7000;39.4210;2.9933;6.7106;0.0000;0.0000;0.0000;0.0000;0.6711;0.6711;3.3553;2.3487;0.6711;1.6776;3.3553;4.0264;5.0329;4.0264;7.0461;40.48;28.69;23.39;51.27
10.6;Russ;20;200;200nmp;15.7000;36.0802;2.9933;5.0292;0.0000;0.0000;0.0000;0.0000;0.0000;0.3353;2.6822;3.0175;3.0175;0.6706;3.3528;3.6881;5.0292;2.3469;7.0408;40.48;28.77;23.39;51.27
11.6;Russ;20;200;200nmp;11.8000;45.7684;2.9933;10.0618;0.0000;0.0000;0.0000;0.0000;0.3354;0.3354;1.3416;3.6893;2.3477;0.6708;2.6831;5.7017;3.3539;4.0247;11.4034;40.45;28.82;23.38;51.26
12.7;Russ;20;200;200nmp;17.7000;30.6485;2.9692;3.7212;0.3383;0.0000;0.0000;0.0000;0.3383;1.3532;2.0297;1.0149;1.3532;1.0149;3.0446;3.3829;4.0595;4.7361;4.3978;40.45;28.82;23.38;51.26
13.7;Russ;20;200;200nmp;31.5000;30.6485;2.9692;3.7212;0.3383;0.0000;0.0000;0.0000;0.3383;1.3532;2.0297;1.0149;1.3532;1.0149;3.0446;3.3829;4.0595;4.7361;4.3978;40.51;28.79;23.39;51.27
14.7;Russ;20;200;200nmp;17.7000;25.5965;2.9692;3.0454;0.0000;0.0000;0.0000;0.0000;0.3384;0.6768;1.6919;2.0303;0.3384;1.0151;2.7070;2.3686;3.7221;2.7070;5.0757;40.45;28.91;23.39;51.28
15.7;Russ;20;200;200nmp;11.8000;13.4718;2.9692;1.6879;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.3503;0.3376;0.0000;1.0127;1.3503;2.3630;1.6879;2.0254;1.6879;40.45;28.91;23.39;51.28
16.7;Russ;20;200;200nmp;17.7000;24.9229;2.9692;3.0425;0.0000;0.0000;0.0000;0.0000;0.3381;0.6761;2.0283;3.3805;0.6761;1.6903;2.0283;4.0566;2.3664;1.6903;3.0425;40.49;28.96;23.38;51.29
17.7;Russ;20;200;200nmp;23.6000;23.7565;2.9887;3.6956;0.3360;0.0000;0.0000;0.0000;0.0000;1.0079;2.6877;2.3518;1.6798;1.3439;2.0158;2.0158;2.6877;1.0079;3.0237;40.43;29.02;23.38;51.29
18.7;Russ;20;200;200nmp;33.4000;21.0797;2.9887;1.3436;0.0000;0.0000;0.0000;0.0000;0.6718;0.3359;2.0154;3.0231;0.6718;0.6718;1.3436;3.3589;3.0231;1.6795;3.0231;40.43;29.02;23.38;51.29
19.7;Russ;20;200;200nmp;27.5000;23.0873;2.9887;1.0080;0.0000;0.0000;0.0000;0.0000;0.6720;1.0080;2.0159;4.3679;2.0159;1.3440;1.6799;2.0159;4.3679;1.3440;1.3440;40.55;29.02;23.39;51.30
20.7;Russ;20;200;200nmp;15.7000;21.4177;2.9882;1.3433;0.3358;0.0000;0.0000;0.0000;0.0000;1.3433;1.0075;1.6792;1.0075;0.3358;3.0225;3.6942;3.6942;1.0075;3.0225;40.53;29.06;23.39;51.30
21.7;Russ;20;200;200nmp;13.8000;18.0712;2.9882;1.0080;0.0000;0.0000;0.0000;0.0000;0.3360;1.0080;2.3521;1.6801;2.0161;0.3360;2.6881;1.3441;1.0080;1.3441;3.0241;40.53;29.06;23.39;51.30
22.7;Russ;20;200;200nmp;27.5000;21.4177;2.9882;1.0074;0.0000;0.0000;0.0000;0.0000;0.3358;0.6716;2.0148;3.3580;1.0074;1.0074;2.6864;3.0222;1.3432;1.3432;3.6938;40.55;29.05;23.39;51.30
23.8;Russ;20;200;200nmp;23.6000;21.7523;2.9882;0.6722;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.3444;2.6887;1.6805;1.0083;4.3692;3.0248;3.3609;2.0166;1.6805;40.41;28.88;23.38;51.29
24.8;Russ;20;200;200nmp;15.7000;24.4295;2.9882;0.6721;0.0000;0.0000;0.0000;0.0000;0.0000;1.0082;1.3443;5.0410;4.0328;1.6803;2.6885;2.0164;2.6885;2.0164;1.3443;40.41;28.88;23.38;51.29
25.8;Russ;20;200;200nmp;21.6000;20.0791;2.9882;2.0157;0.0000;0.0000;0.0000;0.0000;0.3359;0.6719;2.3516;3.6954;1.6797;0.6719;2.3516;2.0157;2.0157;0.6719;1.6797;40.47;28.55;23.38;51.29
26.8;Russ;20;200;200nmp;17.7000;18.7405;2.9882;0.6722;0.0000;0.0000;0.0000;0.0000;0.3361;1.0083;1.6804;3.3609;2.3526;1.6804;2.3526;2.0165;2.0165;0.6722;0.6722;40.45;28.54;23.39;51.29
27.8;Russ;20;200;200nmp;13.8000;18.7405;2.9882;0.6718;0.0000;0.0000;0.0000;0.0000;0.3359;1.0078;1.6796;1.0078;1.0078;1.3437;1.6796;4.0310;2.3514;2.3514;1.3437;40.45;28.54;23.39;51.29
28.8;Russ;20;200;200nmp;25.6000;18.7405;2.9882;0.6718;0.0000;0.0000;0.0000;0.0000;0.3359;1.0078;1.6796;1.0078;1.0078;1.3437;1.6796;4.0310;2.3514;2.3514;1.3437;40.46;28.48;23.38;51.29
29.8;Russ;20;200;200nmp;15.7000;18.2625;3.0116;0.3333;0.3333;0.0000;0.0000;0.0000;0.0000;0.9998;1.9997;2.6663;2.3330;0.9998;1.6664;4.6659;1.3331;0.6666;0.3333;40.57;28.46;23.40;51.30
30.8;Russ;20;200;200nmp;17.7000;17.9304;3.0116;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.3340;3.6686;3.0016;1.0005;0.3335;2.6681;2.0011;1.0005;2.3346;0.6670;40.57;28.46;23.40;51.30
