Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.9;Russ;20;200;200nmp;19.7000;16.6359;3.0055;0.3342;0.0000;0.0000;0.0000;0.3342;0.3342;3.3416;2.0049;2.6733;1.6708;2.3391;1.3366;1.3366;0.3342;0.3342;0.3342;39.51;28.39;23.39;51.29
1.9;Russ;20;200;200nmp;21.6000;21.8772;3.0168;0.3327;0.3327;0.0000;0.0000;0.3327;0.6655;3.3274;6.6549;3.6602;1.6637;1.3310;2.3292;0.3327;0.6655;0.3327;0.0000;39.45;28.38;23.40;51.29
2.9;Russ;20;200;200nmp;11.8000;21.8772;3.0168;0.3327;0.3327;0.0000;0.0000;0.3327;0.6655;3.3274;6.6549;3.6602;1.6637;1.3310;2.3292;0.3327;0.6655;0.3327;0.0000;39.43;28.38;23.39;51.31
3.9;Russ;20;200;200nmp;15.7000;14.5848;3.0168;0.0000;0.0000;0.0000;0.0000;0.0000;0.3328;1.3312;2.6624;3.3280;2.3296;1.3312;0.9984;1.6640;0.3328;0.3328;0.0000;39.43;28.38;23.39;51.31
4.9;Russ;20;200;200nmp;17.7000;16.9051;3.0168;0.3331;0.0000;0.0000;0.0000;0.0000;0.9993;1.3324;3.9973;4.3304;2.3317;0.3331;1.6655;1.3324;0.0000;0.3331;0.0000;39.53;28.39;23.40;51.32
5.9;Russ;20;200;200nmp;25.6000;16.2422;3.0168;0.3328;0.0000;0.0000;0.0000;0.0000;0.0000;1.6639;4.6589;4.9917;0.9983;0.6656;0.9983;0.6656;1.3311;0.0000;0.0000;39.46;28.34;23.38;51.29
7.0;Russ;20;200;200nmp;11.8000;18.5435;3.0199;0.0000;0.3326;0.0000;0.0000;0.3326;0.9977;2.6605;4.3233;3.3256;1.6628;3.3256;1.6628;0.0000;0.0000;0.0000;0.0000;39.46;28.34;23.38;51.29
8.0;Russ;20;200;200nmp;9.8300;16.5567;3.0199;0.6642;0.0000;0.0000;0.0000;0.0000;0.3321;3.3212;2.9891;3.9854;1.9927;0.3321;1.3285;1.6606;0.0000;0.0000;0.0000;39.57;28.35;23.38;51.31
9.0;Russ;20;200;200nmp;9.8300;15.5633;3.0199;0.3325;0.0000;0.3325;0.0000;0.6649;0.9974;2.6596;3.3245;3.3245;1.3298;0.6649;1.3298;0.3325;0.3325;0.0000;0.0000;39.47;28.26;23.38;51.30
10.0;Russ;20;200;200nmp;17.7000;14.2388;3.0199;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.6628;4.9883;3.3255;2.3279;0.0000;0.9977;0.3326;0.6651;0.0000;0.0000;39.47;28.26;23.38;51.30
11.0;Russ;20;200;200nmp;15.7000;15.2322;3.0199;0.3325;0.0000;0.0000;0.0000;0.0000;0.0000;2.6602;3.6578;3.9903;1.9951;0.3325;1.6626;0.6650;0.0000;0.0000;0.0000;39.51;28.00;23.39;51.31
12.0;Russ;20;200;200nmp;15.7000;18.2124;3.0199;1.3299;0.0000;0.3325;0.0000;0.3325;0.0000;2.6599;3.9898;5.6522;1.6624;0.3325;0.9974;0.6650;0.3325;0.0000;0.0000;39.63;28.21;23.39;51.30
13.0;Russ;20;200;200nmp;13.8000;20.8614;3.0199;0.0000;0.0000;0.0000;0.0000;0.6650;0.6650;2.9924;5.9848;3.9899;1.3300;1.3300;1.3300;1.9949;0.3325;0.3325;0.0000;39.63;28.21;23.39;51.30
14.0;Russ;20;200;200nmp;19.7000;14.5699;3.0199;0.0000;0.0000;0.0000;0.9973;0.3324;0.6648;2.6594;2.3270;3.9891;0.6648;0.3324;0.9973;1.6621;0.0000;0.0000;0.0000;39.68;28.41;23.39;51.30
15.0;Russ;20;200;200nmp;17.7000;17.2190;3.0199;0.0000;0.0000;0.0000;0.0000;0.0000;0.6652;2.9934;5.3216;4.3238;1.6630;0.6652;0.6652;0.9978;0.0000;0.0000;0.0000;39.63;28.48;23.39;51.30
16.1;Russ;20;200;200nmp;9.8300;18.2124;3.0199;0.0000;0.0000;0.0000;0.3323;0.0000;1.3293;1.9940;5.6496;4.6526;1.3293;1.6617;0.9970;0.3323;0.0000;0.0000;0.0000;39.63;28.48;23.39;51.30
17.1;Russ;20;200;200nmp;19.7000;17.2190;3.0199;0.0000;0.0000;0.0000;0.0000;0.0000;0.3326;2.3280;5.3211;3.9908;1.3303;1.3303;1.3303;0.9977;0.3326;0.0000;0.0000;39.57;28.44;23.38;51.31
18.1;Russ;20;200;200nmp;15.7000;14.9010;3.0199;0.9979;0.0000;0.0000;0.0000;0.0000;0.3326;1.9959;3.3265;4.6570;0.6653;0.6653;0.9979;1.3306;0.0000;0.0000;0.0000;39.62;28.44;23.38;51.30
19.1;Russ;20;200;200nmp;11.8000;14.9010;3.0199;0.9979;0.0000;0.0000;0.0000;0.0000;0.3326;1.9959;3.3265;4.6570;0.6653;0.6653;0.9979;1.3306;0.0000;0.0000;0.0000;39.62;28.44;23.38;51.30
20.1;Russ;20;200;200nmp;19.7000;20.8614;3.0199;0.9971;0.0000;0.0000;0.0000;0.0000;0.6647;5.6504;4.3209;6.3151;0.6647;0.9971;0.3324;0.6647;0.3324;0.0000;0.0000;39.64;28.43;23.39;51.31
21.1;Russ;20;200;200nmp;15.7000;15.5633;3.0199;0.3322;0.0000;0.0000;0.0000;0.0000;0.0000;1.3290;4.3192;4.3192;1.6612;0.3322;1.6612;0.9967;0.6645;0.0000;0.0000;39.62;28.54;23.39;51.32
22.1;Russ;20;200;200nmp;13.8000;21.1926;3.0199;0.0000;0.0000;0.0000;0.0000;0.0000;0.6647;4.3205;5.3175;4.3205;1.9941;0.9970;0.9970;1.9941;0.6647;0.0000;0.0000;39.62;28.54;23.39;51.32
23.1;Russ;20;200;200nmp;13.8000;16.8878;3.0199;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.9927;4.6552;4.9878;1.9951;0.3325;0.0000;1.9951;0.0000;0.0000;0.0000;39.52;28.67;23.38;51.32
