Zeit_s;Material;Fluss_lpm;Durchmesser_nm;Kommentar;CPC_conc;OPC_conc;OPC_SampleFlow;OPC_Bin0;OPC_Bin1;OPC_Bin2;OPC_Bin3;OPC_Bin4;OPC_Bin5;OPC_Bin6;OPC_Bin7;OPC_Bin8;OPC_Bin9;OPC_Bin10;OPC_Bin11;OPC_Bin12;OPC_Bin13;OPC_Bin14;OPC_Bin15;T1_C;T2_C;T3_C;T4_C
0.0;NaCl;20;100;;160.0000;;;;;;;;;;;;;;;;;;;35.28;25.99;27.06;
1.4;NaCl;20;100;;217.0000;;;;;;;;;;;;;;;;;;;35.28;25.94;27.07;
2.8;NaCl;20;100;;217.0000;;;;;;;;;;;;;;;;;;;35.30;26.04;27.05;
4.2;NaCl;20;100;;183.0000;;;;;;;;;;;;;;;;;;;35.31;25.95;27.06;
5.6;NaCl;20;100;;183.0000;234.6743;;0.8210;3.6946;9.4418;6.5682;9.8523;22.5782;45.1564;59.1139;37.7672;21.3467;13.1364;5.3367;0.4105;0.4105;0.0000;0.0000;35.29;26.01;27.12;
7.1;NaCl;20;100;;223.0000;246.2599;;1.6159;2.4239;6.4637;9.6955;10.9075;36.7622;47.2656;58.9811;30.7025;19.7950;13.7353;7.2716;1.2119;0.4040;0.0000;0.0000;35.33;26.11;27.24;
8.5;NaCl;20;100;;199.0000;235.8263;;3.1334;3.5251;8.2252;10.9670;6.2668;21.5423;44.6512;49.3514;31.3342;31.3342;13.3170;10.5753;1.5667;0.7834;0.0000;0.0000;35.32;26.15;27.35;
9.9;NaCl;20;100;;221.0000;239.8845;;4.6308;2.3154;5.7886;6.5604;5.4027;25.4697;52.8688;55.5702;35.1173;32.0300;10.4194;2.7013;0.7718;0.3859;0.3859;0.3859;35.31;25.72;27.46;
11.3;NaCl;20;100;;217.0000;225.6106;;3.3184;4.7932;6.2681;8.1116;7.7429;25.4410;47.5636;54.5691;26.5472;22.8600;11.7987;5.5307;1.1061;0.3687;0.3687;0.0000;35.33;25.60;27.49;
12.7;NaCl;20;100;;209.0000;214.7388;;4.6488;5.3640;7.1519;3.5760;8.5823;20.0255;38.9781;49.3484;27.8926;25.3894;13.9463;8.9399;1.4304;0.3576;0.0000;0.0000;35.31;25.61;27.46;
